universe,signal_ts,trading_day,side,limit_price,e2_limit,stop45,tp1,tp2,filled,cancel_reason,fill_ts,A_pnl,A_e2,A_exits,A_xts,B_pnl,B_e2,B_exits,B_xts,C_pnl,C_e2,C_exits,C_xts,D_pnl,D_e2,D_exits,D_xts
p1,2021-05-27T18:30:00.000Z,2021-05-27,sell,16632.25,16643.75,16655.25,16613.25,16612.5,true,,2021-05-27T19:59:28.000Z,205.00,0,T1:4@16613.25|T2:3@16612.50|F:3@16609.00,2021-05-27T20:00:00.000Z,100.75,0,T1:2@16613.25|T2:2@16612.50|F:1@16609.00,2021-05-27T20:00:00.000Z,100.75,0,T1:2@16613.25|T2:2@16612.50|F:1@16609.00,2021-05-27T20:00:00.000Z,205.00,0,T1:4@16613.25|T2:3@16612.50|F:3@16609.00,2021-05-27T20:00:00.000Z
p4,2021-05-27T19:15:00.000Z,2021-05-27,buy,16596.25,16579.25,16562.25,16603.75,16618.75,false,cutoff_1600_unfilled,,,,,,,,,,,,,,,,,
p3,2021-05-27T19:30:00.000Z,2021-05-27,buy,16555,16528.88,16502.75,16619.25,16620.5,false,cutoff_1600_unfilled,,,,,,,,,,,,,,,,,
real,2021-05-27T20:15:00.000Z,2021-05-27,buy,16623,16610.75,16598.5,16642,16642.75,false,post_cutoff_emission,,,,,,,,,,,,,,,,,
p4,2021-05-27T23:30:00.000Z,2021-05-28,sell,16671.25,16679.75,16688.25,16639.75,16637.75,true,,2021-05-28T00:21:25.000Z,225.00,0,T1:4@16639.75|T2:3@16637.75|L:3@16671.75,2021-05-28T10:50:47.000Z,129.50,0,T1:2@16639.75|T2:2@16637.75|L:1@16671.75,2021-05-28T10:50:47.000Z,112.50,0,T1:2@16639.75|T2:2@16637.75|S:1@16688.75,2021-05-28T13:40:27.000Z,174.00,0,T1:4@16639.75|T2:3@16637.75|S:3@16688.75,2021-05-28T13:40:27.000Z
real,2021-05-27T23:45:00.000Z,2021-05-28,buy,16649.25,16641.88,16634.5,16663,16665,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-05-28T00:30:00.000Z,2021-05-28,buy,16647.25,16637.13,16627,16687.5,16689,true,,2021-05-28T01:20:16.000Z,-207.50,0,S:10@16626.50,2021-05-28T06:02:47.000Z,-156.88,1,E2:5@16637.13|S:10@16626.50,2021-05-28T06:02:47.000Z,-156.88,1,E2:5@16637.13|S:10@16626.50,2021-05-28T06:02:47.000Z,-207.50,0,S:10@16626.50,2021-05-28T06:02:47.000Z
p4,2021-05-28T02:45:00.000Z,2021-05-28,buy,16609.25,16590.50,16571.75,16667.5,16739,false,order_ttl_expired,,,,,,,,,,,,,,,,,
real,2021-05-28T05:45:00.000Z,2021-05-28,sell,16658.25,16667.50,16676.75,16633.5,16632,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-05-28T07:45:00.000Z,2021-05-28,sell,16645.5,16651.38,16657.25,16636.25,16635.25,true,,2021-05-28T07:55:55.000Z,-122.50,0,S:10@16657.75,2021-05-28T09:18:23.000Z,-93.13,1,E2:5@16651.38|S:10@16657.75,2021-05-28T09:18:23.000Z,-93.13,1,E2:5@16651.38|S:10@16657.75,2021-05-28T09:18:23.000Z,-122.50,0,S:10@16657.75,2021-05-28T09:18:23.000Z
p5,2021-05-28T08:00:00.000Z,2021-05-28,buy,16624,16615.88,16607.75,16644,16644.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-05-28T09:15:00.000Z,2021-05-28,sell,16673.25,16682.13,16691,16646.5,16644.5,true,,2021-05-28T10:50:47.000Z,191.75,0,T1:4@16646.50|T2:3@16644.50|L:3@16673.75,2021-05-28T13:36:46.000Z,222.81,1,E2:5@16682.13|T1:4@16646.50|T2:3@16644.50|L:3@16678.19,2021-05-28T13:38:39.000Z,182.88,1,E2:5@16682.13|T1:4@16646.50|T2:3@16644.50|S:3@16691.50,2021-05-28T13:40:47.000Z,138.50,0,T1:4@16646.50|T2:3@16644.50|S:3@16691.50,2021-05-28T13:40:47.000Z
real,2021-05-28T09:30:00.000Z,2021-05-28,buy,16634.25,16624.38,16614.5,16664,16665,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-05-28T11:45:00.000Z,2021-05-28,sell,16683.5,16690.25,16697,16663.75,16662.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-05-28T12:15:00.000Z,2021-05-28,sell,16674,16680.38,16686.75,16652.25,16651.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-05-28T12:30:00.000Z,2021-05-28,sell,16671.5,16678.88,16686.25,16646,16642.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-05-28T13:00:00.000Z,2021-05-28,sell,16673.75,16687.50,16701.25,16636.5,16630.5,true,,2021-05-28T13:36:46.000Z,-280.00,0,S:10@16701.75,2021-05-28T15:41:03.000Z,-211.25,1,E2:5@16687.50|S:10@16701.75,2021-05-28T15:41:03.000Z,-211.25,1,E2:5@16687.50|S:10@16701.75,2021-05-28T15:41:03.000Z,-280.00,0,S:10@16701.75,2021-05-28T15:41:03.000Z
real,2021-05-28T13:45:00.000Z,2021-05-28,buy,16654.75,16643.25,16631.75,16677,16695.75,true,,2021-05-28T14:28:02.000Z,210.50,0,T1:4@16677.00|T2:3@16695.75|L:3@16654.25,2021-05-28T19:54:40.000Z,126.00,0,T1:2@16677.00|T2:2@16695.75|L:1@16654.25,2021-05-28T19:54:40.000Z,118.00,0,T1:2@16677.00|T2:2@16695.75|F:1@16646.25,2021-05-28T20:00:00.000Z,186.50,0,T1:4@16677.00|T2:3@16695.75|F:3@16646.25,2021-05-28T20:00:00.000Z
p5,2021-05-28T13:45:00.000Z,2021-05-28,buy,16658,16644.75,16631.5,16715.5,16749.5,true,,2021-05-28T14:26:02.000Z,227.00,0,T1:4@16715.50|L:6@16657.50,2021-05-28T19:54:40.000Z,113.50,0,T1:2@16715.50|L:3@16657.50,2021-05-28T19:54:40.000Z,79.75,0,T1:2@16715.50|F:3@16646.25,2021-05-28T20:00:00.000Z,159.50,0,T1:4@16715.50|F:6@16646.25,2021-05-28T20:00:00.000Z
p3,2021-05-28T14:45:00.000Z,2021-05-28,sell,16742.75,16761.63,16780.5,16667,16665.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-05-28T20:00:00.000Z,2021-05-28,sell,16693,16708.63,16724.25,16638.5,16636.25,false,post_cutoff_emission,,,,,,,,,,,,,,,,,
p4,2021-05-31T06:15:00.000Z,2021-05-31,sell,16692.25,16708.63,16725,16644.75,16633.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-05-31T06:45:00.000Z,2021-05-31,buy,16638.25,16631.88,16625.5,16652.25,16653.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-05-31T07:00:00.000Z,2021-05-31,sell,16659.75,16664.50,16669.25,16651.25,16649,true,,2021-05-31T07:18:11.000Z,211.00,0,T1:4@16651.25|T2:3@16649.00|F:3@16611.50,2021-05-31T16:59:59.000Z,234.75,1,E2:5@16664.50|T1:4@16651.25|T2:3@16649.00|F:3@16611.50,2021-05-31T16:59:59.000Z,234.75,1,E2:5@16664.50|T1:4@16651.25|T2:3@16649.00|F:3@16611.50,2021-05-31T16:59:59.000Z,211.00,0,T1:4@16651.25|T2:3@16649.00|F:3@16611.50,2021-05-31T16:59:59.000Z
p2,2021-05-31T07:15:00.000Z,2021-05-31,sell,16675.25,16685.50,16695.75,16651,16647.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-05-31T07:45:00.000Z,2021-05-31,sell,16672.75,16683.50,16694.25,16645.25,16641.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-05-31T08:00:00.000Z,2021-05-31,buy,16636.5,16628.50,16620.5,16653,16654.25,true,,2021-05-31T08:12:39.000Z,-165.00,0,S:10@16620.00,2021-05-31T09:56:30.000Z,-125.00,1,E2:5@16628.50|S:10@16620.00,2021-05-31T09:56:30.000Z,-125.00,1,E2:5@16628.50|S:10@16620.00,2021-05-31T09:56:30.000Z,-165.00,0,S:10@16620.00,2021-05-31T09:56:30.000Z
p1,2021-05-31T08:15:00.000Z,2021-05-31,buy,16613.5,16602.63,16591.75,16643.25,16644,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-05-31T08:15:00.000Z,2021-05-31,sell,16667.5,16680.13,16692.75,16641.75,16634.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-05-31T09:00:00.000Z,2021-05-31,sell,16660,16670.13,16680.25,16627.25,16621.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2021-05-31T09:00:00.000Z,2021-05-31,sell,16645.75,16656.13,16666.5,16626,16625.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2021-05-31T10:15:00.000Z,2021-05-31,sell,16665.5,16680.25,16695,16622.25,16620.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-05-31T12:45:00.000Z,2021-05-31,sell,16661.25,16678.13,16695,16626.25,16625,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-05-31T13:00:00.000Z,2021-05-31,sell,16671.75,16682.63,16693.5,16624.5,16621.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-05-31T13:15:00.000Z,2021-05-31,buy,16618.5,16611.50,16604.5,16629.25,16631.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-05-31T14:45:00.000Z,2021-05-31,sell,16679.25,16698.63,16718,16609,16588.5,false,cutoff_1600_unfilled,,,,,,,,,,,,,,,,,
real,2021-05-31T15:00:00.000Z,2021-05-31,sell,16631.75,16638.00,16644.25,16619,16618,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-05-31T15:00:00.000Z,2021-05-31,buy,16570.75,16554.88,16539,16578.5,16621,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-05-31T15:30:00.000Z,2021-05-31,sell,16701,16727.50,16754,16613,16563,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-05-31T16:00:00.000Z,2021-05-31,sell,16644.75,16666.13,16687.5,16623.25,16621,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-05-31T22:15:00.000Z,2021-06-01,buy,16619.75,16611.50,16603.25,16636.75,16637.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2021-05-31T22:15:00.000Z,2021-06-01,buy,16584,16567.88,16551.75,16637.25,16681.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2021-05-31T22:30:00.000Z,2021-06-01,sell,16679.25,16692.50,16705.75,16609.25,16606.5,false,order_ttl_expired,,,,,,,,,,,,,,,,,
p3,2021-05-31T22:45:00.000Z,2021-06-01,buy,16608.75,16589.50,16570.25,16678,16688.75,false,order_ttl_expired,,,,,,,,,,,,,,,,,
real,2021-06-01T00:30:00.000Z,2021-06-01,buy,16637,16631.63,16626.25,16648,16652.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-06-01T05:00:00.000Z,2021-06-01,buy,16595.75,16582.00,16568.25,16654,16683.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-06-01T06:45:00.000Z,2021-06-01,buy,16646.75,16635.25,16623.75,16666.5,16667,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-06-01T06:45:00.000Z,2021-06-01,sell,16709.5,16722.88,16736.25,16659.75,16651.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-06-01T06:45:00.000Z,2021-06-01,sell,16667.5,16673.25,16679,16652.75,16652.75,true,,2021-06-01T06:48:46.000Z,101.75,0,T1:4@16652.75|T2:3@16652.75|L:3@16668.00,2021-06-01T07:34:13.000Z,58.50,0,T1:2@16652.75|T2:2@16652.75|L:1@16668.00,2021-06-01T07:34:13.000Z,47.00,0,T1:2@16652.75|T2:2@16652.75|S:1@16679.50,2021-06-01T08:00:46.000Z,67.25,0,T1:4@16652.75|T2:3@16652.75|S:3@16679.50,2021-06-01T08:00:46.000Z
p2,2021-06-01T07:00:00.000Z,2021-06-01,sell,16671,16676.25,16681.5,16659.5,16656.25,true,,2021-06-01T07:00:58.000Z,88.75,0,T1:4@16659.50|T2:3@16656.25|L:3@16671.50,2021-06-01T07:39:38.000Z,52.00,0,T1:2@16659.50|T2:2@16656.25|L:1@16671.50,2021-06-01T07:39:38.000Z,41.50,0,T1:2@16659.50|T2:2@16656.25|S:1@16682.00,2021-06-01T08:04:28.000Z,57.25,0,T1:4@16659.50|T2:3@16656.25|S:3@16682.00,2021-06-01T08:04:28.000Z
p4,2021-06-01T07:30:00.000Z,2021-06-01,buy,16632.5,16619.88,16607.25,16662.25,16665,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-06-01T08:45:00.000Z,2021-06-01,buy,16613,16590.88,16568.75,16674.25,16675,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-06-01T09:30:00.000Z,2021-06-01,buy,16666.5,16653.50,16640.5,16678.25,16700.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-06-01T13:30:00.000Z,2021-06-01,buy,16697.25,16689.38,16681.5,16709,16713,true,,2021-06-01T13:33:29.000Z,44.00,0,T1:4@16709.00|L:6@16696.75,2021-06-01T13:37:27.000Z,22.00,0,T1:2@16709.00|L:3@16696.75,2021-06-01T13:37:27.000Z,38.75,0,T1:2@16709.00|T2:2@16713.00|S:1@16681.00,2021-06-01T13:51:01.000Z,45.50,0,T1:4@16709.00|T2:3@16713.00|S:3@16681.00,2021-06-01T13:51:01.000Z
real,2021-06-01T14:00:00.000Z,2021-06-01,sell,16700.5,16717.13,16733.75,16662,16661.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-06-01T14:00:00.000Z,2021-06-01,buy,16619,16602.63,16586.25,16682,16685.75,true,,2021-06-01T14:14:40.000Z,-332.50,0,S:10@16585.75,2021-06-01T14:15:08.000Z,-250.63,1,E2:5@16602.63|S:10@16585.75,2021-06-01T14:15:08.000Z,-250.63,1,E2:5@16602.63|S:10@16585.75,2021-06-01T14:15:08.000Z,-332.50,0,S:10@16585.75,2021-06-01T14:15:08.000Z
real,2021-06-01T14:30:00.000Z,2021-06-01,sell,16659.5,16676.13,16692.75,16607.75,16585.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-06-01T14:30:00.000Z,2021-06-01,sell,16639,16650.25,16661.5,16602.5,16579.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-06-01T15:30:00.000Z,2021-06-01,sell,16692.75,16713.88,16735,16581.25,16580.5,false,cutoff_1600_unfilled,,,,,,,,,,,,,,,,,
p4,2021-06-01T16:15:00.000Z,2021-06-01,buy,16563,16544.88,16526.75,16592,16604.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-06-01T22:15:00.000Z,2021-06-02,sell,16628.75,16641.38,16654,16581.25,16580.5,false,order_ttl_expired,,,,,,,,,,,,,,,,,
p2,2021-06-01T22:15:00.000Z,2021-06-02,sell,16604.25,16611.38,16618.5,16584.75,16584.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-06-02T00:30:00.000Z,2021-06-02,buy,16592.25,16585.75,16579.25,16606.25,16610,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-06-02T05:00:00.000Z,2021-06-02,sell,16612.5,16621.50,16630.5,16595.5,16593,true,,2021-06-02T05:38:15.000Z,125.00,0,T1:4@16595.50|T2:3@16593.00|L:3@16613.00,2021-06-02T11:15:04.000Z,72.50,0,T1:2@16595.50|T2:2@16593.00|L:1@16613.00,2021-06-02T11:15:04.000Z,54.50,0,T1:2@16595.50|T2:2@16593.00|S:1@16631.00,2021-06-02T13:06:47.000Z,71.00,0,T1:4@16595.50|T2:3@16593.00|S:3@16631.00,2021-06-02T13:06:47.000Z
p4,2021-06-02T05:30:00.000Z,2021-06-02,sell,16632.5,16642.00,16651.5,16603.75,16601.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-06-02T05:45:00.000Z,2021-06-02,sell,16618,16622.50,16627,16609.25,16605.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-06-02T06:45:00.000Z,2021-06-02,sell,16620.25,16630.13,16640,16590.75,16590,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-06-02T07:30:00.000Z,2021-06-02,sell,16604.25,16613.00,16621.75,16579.75,16578.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-06-02T11:45:00.000Z,2021-06-02,sell,16640.75,16652.50,16664.25,16605.5,16552.5,true,,2021-06-02T13:33:30.000Z,-240.00,0,S:10@16664.75,2021-06-02T13:55:07.000Z,-181.25,1,E2:5@16652.50|S:10@16664.75,2021-06-02T13:55:07.000Z,-181.25,1,E2:5@16652.50|S:10@16664.75,2021-06-02T13:55:07.000Z,-240.00,0,S:10@16664.75,2021-06-02T13:55:07.000Z
p4,2021-06-02T11:45:00.000Z,2021-06-02,buy,16583.75,16572.88,16562,16593.75,16620,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-06-02T12:15:00.000Z,2021-06-02,buy,16565.75,16544.63,16523.5,16616,16616.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-06-02T12:15:00.000Z,2021-06-02,buy,16566.25,16549.88,16533.5,16614.75,16643.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-06-02T12:30:00.000Z,2021-06-02,buy,16595.5,16582.00,16568.5,16628.5,16629.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-06-02T13:15:00.000Z,2021-06-02,buy,16576.75,16559.25,16541.75,16622.75,16625.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-06-02T13:45:00.000Z,2021-06-02,buy,16574.25,16549.00,16523.75,16642.75,16644.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-06-02T14:15:00.000Z,2021-06-02,sell,16656.75,16669.00,16681.25,16618.5,16617,true,,2021-06-02T14:27:22.000Z,349.50,0,T1:4@16618.50|T2:3@16617.00|F:3@16631.00,2021-06-02T20:00:00.000Z,410.75,1,E2:5@16669.00|T1:4@16618.50|T2:3@16617.00|F:3@16631.00,2021-06-02T20:00:00.000Z,410.75,1,E2:5@16669.00|T1:4@16618.50|T2:3@16617.00|F:3@16631.00,2021-06-02T20:00:00.000Z,349.50,0,T1:4@16618.50|T2:3@16617.00|F:3@16631.00,2021-06-02T20:00:00.000Z
p3,2021-06-02T15:00:00.000Z,2021-06-02,sell,16652.75,16659.00,16665.25,16640,16639,true,,2021-06-02T15:12:20.000Z,90.75,0,T1:4@16640.00|T2:3@16639.00|L:3@16653.25,2021-06-02T15:28:10.000Z,52.50,0,T1:2@16640.00|T2:2@16639.00|L:1@16653.25,2021-06-02T15:28:10.000Z,74.75,0,T1:2@16640.00|T2:2@16639.00|F:1@16631.00,2021-06-02T20:00:00.000Z,157.50,0,T1:4@16640.00|T2:3@16639.00|F:3@16631.00,2021-06-02T20:00:00.000Z
p1,2021-06-02T15:30:00.000Z,2021-06-02,sell,16734.5,16761.00,16787.5,16646.5,16596.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-06-02T16:45:00.000Z,2021-06-02,sell,16675,16700.38,16725.75,16606.5,16603.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-06-02T17:30:00.000Z,2021-06-02,sell,16638,16655.75,16673.5,16578.75,16578.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-06-02T18:30:00.000Z,2021-06-02,buy,16501,16479.50,16458,16596.25,16600.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-06-02T20:00:00.000Z,2021-06-02,buy,16602,16585.50,16569,16633.5,16634.75,false,post_cutoff_emission,,,,,,,,,,,,,,,,,
real,2021-06-02T20:15:00.000Z,2021-06-02,buy,16583.25,16569.13,16555,16634.5,16635.75,false,post_cutoff_emission,,,,,,,,,,,,,,,,,
p3,2021-06-02T20:45:00.000Z,2021-06-02,sell,16629.5,16638.13,16646.75,16614,16609.5,false,post_cutoff_emission,,,,,,,,,,,,,,,,,
p4,2021-06-03T01:15:00.000Z,2021-06-03,sell,16674.75,16681.63,16688.5,16668.5,16651,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-06-03T02:15:00.000Z,2021-06-03,sell,16730.75,16751.00,16771.25,16670,16646,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-06-03T05:00:00.000Z,2021-06-03,sell,16677.5,16691.13,16704.75,16631.75,16624.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-06-03T05:45:00.000Z,2021-06-03,buy,16639,16634.00,16629,16646.25,16651.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-06-03T06:15:00.000Z,2021-06-03,sell,16663.25,16673.38,16683.5,16632.25,16630,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-06-03T06:30:00.000Z,2021-06-03,sell,16647,16652.50,16658,16632.5,16631.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-06-03T06:45:00.000Z,2021-06-03,sell,16648.75,16658.63,16668.5,16619.25,16618.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-06-03T06:45:00.000Z,2021-06-03,sell,16634.5,16642.63,16650.75,16615.75,16613.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-06-03T07:15:00.000Z,2021-06-03,buy,16600.75,16590.13,16579.5,16613.25,16614.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-06-03T07:45:00.000Z,2021-06-03,buy,16610.25,16589.00,16567.75,16628.5,16633.25,true,,2021-06-03T07:50:50.000Z,-430.00,0,S:10@16567.25,2021-06-03T10:34:38.000Z,-323.75,1,E2:5@16589.00|S:10@16567.25,2021-06-03T10:34:38.000Z,-323.75,1,E2:5@16589.00|S:10@16567.25,2021-06-03T10:34:38.000Z,-430.00,0,S:10@16567.25,2021-06-03T10:34:38.000Z
p4,2021-06-03T08:30:00.000Z,2021-06-03,sell,16635.75,16643.50,16651.25,16606.25,16594.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-06-03T08:45:00.000Z,2021-06-03,buy,16614.75,16606.75,16598.75,16623.5,16626,true,,2021-06-03T09:10:01.000Z,-165.00,0,S:10@16598.25,2021-06-03T09:20:04.000Z,-125.00,1,E2:5@16606.75|S:10@16598.25,2021-06-03T09:20:04.000Z,-125.00,1,E2:5@16606.75|S:10@16598.25,2021-06-03T09:20:04.000Z,-165.00,0,S:10@16598.25,2021-06-03T09:20:04.000Z
p2,2021-06-03T09:00:00.000Z,2021-06-03,sell,16633.75,16641.38,16649,16617.25,16604,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-06-03T09:30:00.000Z,2021-06-03,sell,16614.25,16621.88,16629.5,16587.5,16585.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-06-03T11:30:00.000Z,2021-06-03,buy,16505,16495.00,16485,16513.75,16514.5,true,,2021-06-03T11:30:08.000Z,62.00,0,T1:4@16513.75|T2:3@16514.50|L:3@16504.50,2021-06-03T11:41:11.000Z,36.00,0,T1:2@16513.75|T2:2@16514.50|L:1@16504.50,2021-06-03T11:41:11.000Z,16.00,0,T1:2@16513.75|T2:2@16514.50|S:1@16484.50,2021-06-03T11:46:19.000Z,2.00,0,T1:4@16513.75|T2:3@16514.50|S:3@16484.50,2021-06-03T11:46:19.000Z
p3,2021-06-03T12:45:00.000Z,2021-06-03,sell,16578.25,16602.50,16626.75,16503,16501,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-06-03T13:00:00.000Z,2021-06-03,buy,16416,16391.13,16366.25,16463,16501.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-06-03T13:45:00.000Z,2021-06-03,buy,16397.25,16382.50,16367.75,16484.25,16490.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-06-03T14:00:00.000Z,2021-06-03,buy,16402,16377.50,16353,16454,16476.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-06-03T17:00:00.000Z,2021-06-03,buy,16514.25,16496.50,16478.75,16535.75,16540,true,,2021-06-03T17:09:10.000Z,161.75,0,T1:4@16535.75|T2:3@16540.00|L:3@16513.75,2021-06-03T17:47:47.000Z,94.00,0,T1:2@16535.75|T2:2@16540.00|L:1@16513.75,2021-06-03T17:47:47.000Z,58.50,0,T1:2@16535.75|T2:2@16540.00|S:1@16478.25,2021-06-03T19:46:33.000Z,55.25,0,T1:4@16535.75|T2:3@16540.00|S:3@16478.25,2021-06-03T19:46:33.000Z
p5,2021-06-03T18:30:00.000Z,2021-06-03,sell,16557.25,16573.25,16589.25,16497.5,16495.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2021-06-03T19:30:00.000Z,2021-06-03,sell,16536.5,16547.63,16558.75,16492.75,16492,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-06-03T20:00:00.000Z,2021-06-03,sell,16503.75,16512.38,16521,16456.5,16455,false,post_cutoff_emission,,,,,,,,,,,,,,,,,
p5,2021-06-03T20:00:00.000Z,2021-06-03,sell,16534.25,16552.63,16571,16482.75,16477.5,false,post_cutoff_emission,,,,,,,,,,,,,,,,,
p5,2021-06-03T20:15:00.000Z,2021-06-03,buy,16412.5,16388.13,16363.75,16475.75,16476.5,false,post_cutoff_emission,,,,,,,,,,,,,,,,,
p1,2021-06-04T01:00:00.000Z,2021-06-04,sell,16471.75,16481.38,16491,16445,16412.5,true,,2021-06-04T02:26:57.000Z,-197.50,0,S:10@16491.50,2021-06-04T07:07:02.000Z,-149.38,1,E2:5@16481.38|S:10@16491.50,2021-06-04T07:07:02.000Z,-149.38,1,E2:5@16481.38|S:10@16491.50,2021-06-04T07:07:02.000Z,-197.50,0,S:10@16491.50,2021-06-04T07:07:02.000Z
p1,2021-06-04T01:45:00.000Z,2021-06-04,sell,16478.75,16486.63,16494.5,16458.5,16456.25,true,,2021-06-04T03:31:23.000Z,78.00,0,T1:4@16458.50|L:6@16479.25,2021-06-04T05:17:35.000Z,93.75,1,E2:5@16486.63|T1:4@16458.50|L:6@16483.19,2021-06-04T05:18:08.000Z,139.13,1,E2:5@16486.63|T1:4@16458.50|T2:3@16456.25|S:3@16495.00,2021-06-04T07:07:19.000Z,99.75,0,T1:4@16458.50|T2:3@16456.25|S:3@16495.00,2021-06-04T07:07:19.000Z
p2,2021-06-04T03:45:00.000Z,2021-06-04,sell,16493.25,16500.63,16508,16478.75,16477.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
